date,BAMLH0A0HYM2
2021-05-07,2.375495317587243
2021-05-14,2.4660844505450124
2021-05-21,2.4633847053089784
2021-05-28,2.3627148916067657
2021-06-04,2.3413817487455817
2021-06-11,2.317906394754548
2021-06-18,2.3423450097736755
2021-06-25,2.2889639696155086
2021-07-02,2.271384585318718
2021-07-09,2.3658122341680747
2021-07-16,2.4675719679707613
2021-07-23,2.4661865911781162
2021-07-30,2.5340466606395355
2021-08-06,2.4942496331964557
2021-08-13,2.52393002329803
2021-08-20,2.5901593521768063
2021-08-27,2.5011857549290877
2021-09-03,2.488646947638401
2021-09-10,2.55297327401013
2021-09-17,2.4986078547592965
2021-09-24,2.40410461162074
2021-10-01,2.5132185994316623
2021-10-08,2.465350814643361
2021-10-15,2.36700965938618
2021-10-22,2.355727719632627
2021-10-29,2.4144265139833996
2021-11-05,2.535063913938552
2021-11-12,2.581841214041971
2021-11-19,2.7354326615962106
2021-11-26,3.0741003735911194
2021-12-03,3.1431396597199552
2021-12-10,2.9686109240820695
2021-12-17,3.0472521977284344
2021-12-24,2.9330142030345345
2021-12-31,2.871409152306461
2022-01-07,2.8193750476602113
2022-01-14,2.8370814288942476
2022-01-21,3.0718756694539233
2022-01-28,3.1775768311291146
2022-02-04,3.200827447860572
2022-02-11,3.448113669189393
2022-02-18,3.69984837365127
2022-02-25,3.8878354309076055
2022-03-04,4.163068886343492
2022-03-11,4.275892659638458
2022-03-18,4.048282866473857
2022-03-25,3.8662419832417423
2022-04-01,3.7236870079746094
2022-04-08,3.7420127292390704
2022-04-15,3.929919049755297
2022-04-22,4.088559801552973
2022-04-29,4.301277288411478
2022-05-06,4.371044091897345
2022-05-13,4.566446325966166
2022-05-20,4.762151282961645
2022-05-27,4.721397885826539
2022-06-03,4.665108150660137
2022-06-10,4.776258389204351
2022-06-17,5.007669866381358
2022-06-24,5.0977814057944375
2022-07-01,5.287411390194139
2022-07-08,5.147569673701993
2022-07-15,5.073686717943618
2022-07-22,4.950472632352508
2022-07-29,4.906559574261057
2022-08-05,4.78487114271624
2022-08-12,4.699504893854561
2022-08-19,4.713059992905663
2022-08-26,4.807823427916682
2022-09-02,4.943631116972055
2022-09-09,4.977104607518399
2022-09-16,5.144190358844774
2022-09-23,5.232278364065223
2022-09-30,5.468168445452535
2022-10-07,5.436659196682838
2022-10-14,5.534399548229227
2022-10-21,5.522477070900621
2022-10-28,5.346078029567517
2022-11-04,5.181947825982403
2022-11-11,5.189810234278303
2022-11-18,4.945752528061908
2022-11-25,4.8013086130018525
2022-12-02,4.728208713579856
2022-12-09,4.672419942304659
2022-12-16,4.709875390982244
2022-12-23,4.649275101529393
2022-12-30,4.574899583413685
2023-01-06,4.533804775158586
2023-01-13,4.261722425124069
2023-01-20,4.224533978367749
2023-01-27,4.038873139532229
2023-02-03,3.9607428426559323
