trade_date,ticker,close,source_name,fetch_timestamp,price_basis
2013-07-25,QQQ,74.970001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-26,QQQ,75.370003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-29,QQQ,75.230003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-30,QQQ,75.629997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-31,QQQ,75.769997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-01,QQQ,76.540001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-02,QQQ,76.970001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-05,QQQ,77.019997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-06,QQQ,76.559998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-07,QQQ,76.419998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-08,QQQ,76.800003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-09,QQQ,76.489998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-12,QQQ,76.669998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-13,QQQ,77.099998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-14,QQQ,76.809998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-15,QQQ,75.510002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-16,QQQ,75.480003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-19,QQQ,75.349998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-20,QQQ,75.68,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-21,QQQ,75.419998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-22,QQQ,76.160004,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-23,QQQ,76.669998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-26,QQQ,76.709999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-27,QQQ,75.139999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-28,QQQ,75.43,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-29,QQQ,75.959999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-08-30,QQQ,75.470001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-03,QQQ,75.900002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-04,QQQ,76.709999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-05,QQQ,76.839996,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-06,QQQ,76.93,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-09,QQQ,77.830002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-10,QQQ,78.209999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-11,QQQ,78.059998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-12,QQQ,78.010002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
